user_id,material_id,event_type,relevance_score,timestamp,date,device,session_id,position_in_results
user_000368,mat_003886,viewMaterial,1.0608,2025-04-23 10:30:22.226140,2025-04-23,tablet,session_025446,4.0
user_000184,mat_000293,showMaterialPreview,2.8433,2025-04-19 10:30:22.226400,2025-04-19,mobile,session_015152,15.0
user_000382,mat_001044,addToCart,3.3422,2025-04-30 10:30:22.231552,2025-04-30,mobile,session_027481,
user_000089,mat_000227,viewMaterial,1.6153,2025-05-11 10:30:22.238043,2025-05-11,mobile,session_053401,9.0
user_000537,mat_004213,viewMaterial,1.0603,2025-05-18 10:30:22.238334,2025-05-18,desktop,session_013255,16.0
user_000738,mat_003301,addToFavorites,5.4044,2025-04-15 10:30:22.241223,2025-04-15,desktop,session_003627,
user_000318,mat_001141,showMaterialPreview,1.8407,2025-07-06 10:30:22.241489,2025-07-06,desktop,session_041834,18.0
user_000562,mat_003356,purchase,9.0253,2025-06-25 10:30:22.241753,2025-06-25,desktop,session_000508,
user_000702,mat_000138,addToCart,3.5281,2025-05-27 10:30:22.242040,2025-05-27,desktop,session_006345,
user_000108,mat_002726,showMaterialPreview,3.2848,2025-06-08 10:30:22.242756,2025-06-08,mobile,session_040671,1.0
user_000172,mat_000481,addToCart,7.9521,2025-07-04 10:30:22.246724,2025-07-04,desktop,session_092608,
user_000114,mat_002221,viewMaterial,0.7522,2025-06-08 10:30:22.246997,2025-06-08,desktop,session_017967,12.0
user_000939,mat_003010,viewMaterial,1.2307,2025-04-27 10:30:22.247259,2025-04-27,mobile,session_024542,6.0
user_000860,mat_004554,showMaterialPreview,1.8411,2025-05-12 10:30:22.247509,2025-05-12,mobile,session_029366,4.0
user_000332,mat_002458,addToFavorites,3.1229,2025-05-07 10:30:22.252140,2025-05-07,desktop,session_014697,
user_000719,mat_000920,addToFavorites,4.1835,2025-06-26 10:30:22.260016,2025-06-26,mobile,session_079710,
user_000031,mat_004877,showMaterialPreview,2.1414,2025-05-05 10:30:22.260509,2025-05-05,desktop,session_016743,20.0
user_000493,mat_003904,viewMaterial,1.2803,2025-06-30 10:30:22.267110,2025-06-30,desktop,session_016372,9.0
user_000507,mat_000279,viewMaterial,1.9063,2025-06-13 10:30:22.273964,2025-06-13,desktop,session_029119,13.0
user_000184,mat_004125,viewMaterial,1.0087,2025-06-19 10:30:22.279355,2025-06-19,tablet,session_047289,3.0
user_000450,mat_002099,showMaterialPreview,3.203,2025-04-16 10:30:22.286048,2025-04-16,desktop,session_029104,19.0
user_000615,mat_003288,showMaterialPreview,2.9726,2025-06-18 10:30:22.290114,2025-06-18,desktop,session_018875,7.0
user_000627,mat_004573,purchase,8.2759,2025-06-07 10:30:22.290469,2025-06-07,desktop,session_049162,
user_000284,mat_002133,viewMaterial,1.9678,2025-05-17 10:30:22.294159,2025-05-17,mobile,session_003688,8.0
user_000190,mat_000553,viewMaterial,1.2818,2025-06-17 10:30:22.299174,2025-06-17,desktop,session_027783,10.0
user_000902,mat_003206,showMaterialPreview,2.9797,2025-05-02 10:30:22.299450,2025-05-02,desktop,session_056292,10.0
user_000973,mat_001820,addToFavorites,4.8217,2025-06-04 10:30:22.305988,2025-06-04,desktop,session_011575,
user_000112,mat_004840,viewMaterial,1.5091,2025-05-27 10:30:22.309689,2025-05-27,desktop,session_008790,10.0
user_000115,mat_003581,purchase,5.7358,2025-05-23 10:30:22.318132,2025-05-23,mobile,session_000447,
user_000401,mat_003482,showMaterialPreview,3.9969,2025-05-28 10:30:22.349379,2025-05-28,tablet,session_037358,14.0
user_000142,mat_003987,addToFavorites,4.4116,2025-04-19 10:30:22.360281,2025-04-19,mobile,session_080733,
user_000658,mat_003892,viewMaterial,1.7968,2025-06-04 10:30:22.401738,2025-06-04,tablet,session_089849,15.0
user_000780,mat_000903,showMaterialPreview,2.3926,2025-05-24 10:30:22.410967,2025-05-24,desktop,session_070635,2.0
user_000663,mat_003628,addToFavorites,4.057,2025-04-21 10:30:22.411324,2025-04-21,desktop,session_028879,
user_000682,mat_001992,viewMaterial,1.533,2025-05-25 10:30:22.419756,2025-05-25,tablet,session_032123,11.0
user_000551,mat_001711,showMaterialPreview,4.2541,2025-05-28 10:30:22.431943,2025-05-28,mobile,session_049102,15.0
user_000315,mat_003684,showMaterialPreview,4.3254,2025-06-04 10:30:22.441042,2025-06-04,desktop,session_005727,5.0
user_000502,mat_002534,viewMaterial,1.8227,2025-06-01 10:30:22.449116,2025-06-01,desktop,session_000622,14.0
user_000398,mat_003443,viewMaterial,1.0359,2025-07-08 10:30:22.449575,2025-07-08,desktop,session_062782,4.0
user_000145,mat_003731,viewMaterial,1.4564,2025-07-08 10:30:22.462195,2025-07-08,desktop,session_013794,9.0
user_000308,mat_002857,showMaterialPreview,1.4726,2025-05-14 10:30:22.462942,2025-05-14,tablet,session_013318,1.0
user_000557,mat_003937,addToFavorites,3.4166,2025-05-02 10:30:22.463316,2025-05-02,desktop,session_026463,
user_000729,mat_002344,addToFavorites,5.9993,2025-05-09 10:30:22.467747,2025-05-09,mobile,session_059743,
user_000736,mat_003746,viewMaterial,1.4402,2025-07-08 10:30:22.478599,2025-07-08,desktop,session_088403,20.0
user_000264,mat_004904,showMaterialPreview,3.6609,2025-07-01 10:30:22.489300,2025-07-01,mobile,session_030889,4.0
user_000633,mat_004944,viewMaterial,1.3592,2025-06-25 10:30:22.503033,2025-06-25,desktop,session_092367,7.0
user_000743,mat_004834,showMaterialPreview,3.3101,2025-06-12 10:30:22.514944,2025-06-12,tablet,session_083843,1.0
user_000562,mat_001894,viewMaterial,1.5543,2025-05-12 10:30:22.521108,2025-05-12,desktop,session_039623,4.0
user_000804,mat_000670,viewMaterial,1.3253,2025-06-29 10:30:22.532056,2025-06-29,mobile,session_025873,14.0
user_000151,mat_001187,showMaterialPreview,4.4101,2025-05-26 10:30:22.541105,2025-05-26,desktop,session_087734,2.0
user_000605,mat_002656,addToFavorites,4.4794,2025-07-07 10:30:22.548146,2025-07-07,mobile,session_064563,
user_000041,mat_001318,showMaterialPreview,2.8238,2025-05-15 10:30:22.557994,2025-05-15,desktop,session_075927,18.0
user_000859,mat_002244,viewMaterial,0.9216,2025-05-27 10:30:22.558440,2025-05-27,mobile,session_099982,19.0
user_000214,mat_004213,purchase,4.9751,2025-06-19 10:30:22.558746,2025-06-19,desktop,session_065289,
user_000040,mat_003281,viewMaterial,1.3386,2025-06-19 10:30:22.565447,2025-06-19,desktop,session_082549,9.0
user_000222,mat_000296,viewMaterial,2.286,2025-06-04 10:30:22.569154,2025-06-04,desktop,session_041887,19.0
user_000136,mat_000725,addToCart,10.2619,2025-06-22 10:30:22.577643,2025-06-22,mobile,session_013617,
user_000240,mat_004068,addToFavorites,4.4314,2025-05-23 10:30:22.593489,2025-05-23,mobile,session_032642,
user_000535,mat_001117,viewMaterial,1.292,2025-04-18 10:30:22.629538,2025-04-18,desktop,session_052894,2.0
user_000244,mat_003996,viewMaterial,2.2638,2025-05-05 10:30:22.642644,2025-05-05,desktop,session_094709,6.0
user_000562,mat_003549,addToCart,5.8913,2025-06-26 10:30:22.646261,2025-06-26,mobile,session_045776,
user_000867,mat_000466,purchase,9.939,2025-06-14 10:30:22.661981,2025-06-14,desktop,session_052020,
user_000152,mat_003480,addToCart,5.72,2025-06-11 10:30:22.668078,2025-06-11,desktop,session_067815,
user_000463,mat_002388,showMaterialPreview,3.1452,2025-04-18 10:30:22.676343,2025-04-18,desktop,session_022501,4.0
user_000821,mat_004895,showMaterialPreview,3.5858,2025-06-27 10:30:22.680585,2025-06-27,desktop,session_011944,3.0
user_000974,mat_002904,viewMaterial,1.5004,2025-06-28 10:30:22.685629,2025-06-28,mobile,session_084638,9.0
user_000568,mat_001884,showMaterialPreview,3.2566,2025-07-11 10:30:22.695800,2025-07-11,desktop,session_018077,18.0
user_000503,mat_003066,addToCart,4.075,2025-05-21 10:30:22.696187,2025-05-21,mobile,session_039848,
user_000407,mat_001047,addToFavorites,3.1358,2025-06-24 10:30:22.696489,2025-06-24,desktop,session_051521,
user_000611,mat_003511,addToFavorites,7.2496,2025-05-03 10:30:22.704137,2025-05-03,desktop,session_006327,
user_000341,mat_001485,viewMaterial,1.5556,2025-06-17 10:30:22.714079,2025-06-17,tablet,session_098782,4.0
user_000169,mat_000127,viewMaterial,1.6717,2025-06-17 10:30:22.718171,2025-06-17,tablet,session_082755,19.0
user_000143,mat_001085,viewMaterial,1.7682,2025-06-19 10:30:22.726278,2025-06-19,mobile,session_054002,14.0
user_000753,mat_000192,purchase,5.9527,2025-06-07 10:30:22.726712,2025-06-07,desktop,session_006863,
user_000666,mat_003932,viewMaterial,1.4318,2025-06-01 10:30:22.733072,2025-06-01,desktop,session_002833,5.0
user_000457,mat_003335,viewMaterial,1.877,2025-06-15 10:30:22.740749,2025-06-15,desktop,session_095671,13.0
user_000516,mat_004592,addToCart,4.743,2025-06-18 10:30:22.745912,2025-06-18,desktop,session_084036,
user_000548,mat_004482,addToFavorites,5.4824,2025-06-03 10:30:22.750261,2025-06-03,desktop,session_079479,
user_000060,mat_001137,addToCart,3.4665,2025-05-12 10:30:22.758931,2025-05-12,tablet,session_048332,
user_000087,mat_004058,viewMaterial,1.0396,2025-05-30 10:30:22.765585,2025-05-30,desktop,session_077197,7.0
user_000012,mat_003468,addToFavorites,4.8858,2025-06-06 10:30:22.773469,2025-06-06,mobile,session_038930,
user_000934,mat_002528,addToFavorites,5.3126,2025-05-13 10:30:22.780982,2025-05-13,desktop,session_003523,
user_000653,mat_004985,showMaterialPreview,2.9299,2025-04-18 10:30:22.787208,2025-04-18,mobile,session_091651,8.0
user_000938,mat_000178,addToCart,5.3821,2025-07-03 10:30:22.787554,2025-07-03,mobile,session_059486,
user_000575,mat_001077,showMaterialPreview,2.6535,2025-05-11 10:30:22.787849,2025-05-11,mobile,session_054356,9.0
user_000224,mat_003196,showMaterialPreview,2.6772,2025-04-23 10:30:22.788143,2025-04-23,desktop,session_072444,8.0
user_000384,mat_000763,purchase,6.2372,2025-05-27 10:30:22.788434,2025-05-27,desktop,session_041216,
user_000668,mat_001945,viewMaterial,1.3848,2025-04-22 10:30:22.792254,2025-04-22,desktop,session_092793,18.0
user_000036,mat_000665,addToCart,4.3482,2025-07-06 10:30:22.792618,2025-07-06,tablet,session_017751,
user_000100,mat_004784,viewMaterial,1.4578,2025-06-23 10:30:22.800239,2025-06-23,desktop,session_058212,13.0
user_000994,mat_000796,purchase,8.0114,2025-04-27 10:30:22.800584,2025-04-27,desktop,session_068800,
user_000125,mat_004703,viewMaterial,1.5233,2025-04-19 10:30:22.800894,2025-04-19,mobile,session_078954,2.0
user_000856,mat_003444,addToFavorites,6.0246,2025-07-03 10:30:22.808717,2025-07-03,desktop,session_039210,
user_000004,mat_004048,purchase,10.574,2025-06-23 10:30:22.811721,2025-06-23,mobile,session_066900,
user_000758,mat_003762,addToFavorites,3.9214,2025-05-03 10:30:22.812015,2025-05-03,desktop,session_051179,
user_000085,mat_003517,viewMaterial,1.5957,2025-04-18 10:30:22.814617,2025-04-18,desktop,session_024482,1.0
user_000413,mat_000840,viewMaterial,1.8638,2025-06-01 10:30:22.814900,2025-06-01,desktop,session_040053,2.0
user_000632,mat_002259,showMaterialPreview,3.2576,2025-04-27 10:30:22.818936,2025-04-27,desktop,session_052414,3.0
user_000574,mat_000596,viewMaterial,1.4917,2025-07-11 10:30:22.826612,2025-07-11,mobile,session_067376,5.0
user_000530,mat_001834,showMaterialPreview,2.6407,2025-05-30 10:30:22.826920,2025-05-30,mobile,session_000075,16.0
user_000268,mat_002000,purchase,5.3904,2025-06-21 10:30:22.827249,2025-06-21,mobile,session_062859,
user_000589,mat_002254,viewMaterial,1.5469,2025-05-10 10:30:22.827531,2025-05-10,desktop,session_060025,7.0
user_000222,mat_001277,viewMaterial,2.1249,2025-06-10 10:30:22.830474,2025-06-10,desktop,session_046221,8.0
user_000569,mat_004781,addToFavorites,4.6443,2025-05-16 10:30:22.840331,2025-05-16,desktop,session_099152,
user_000636,mat_003715,purchase,6.1269,2025-06-11 10:30:22.840684,2025-06-11,tablet,session_044107,
user_000405,mat_000573,viewMaterial,0.8617,2025-06-27 10:30:22.840966,2025-06-27,mobile,session_019769,8.0
user_000091,mat_003833,addToFavorites,4.4971,2025-04-20 10:30:22.848058,2025-04-20,mobile,session_041966,
user_000509,mat_000999,showMaterialPreview,3.2507,2025-06-24 10:30:22.857379,2025-06-24,desktop,session_077971,19.0
user_000927,mat_002922,viewMaterial,1.6352,2025-05-12 10:30:22.863410,2025-05-12,desktop,session_032648,10.0
user_000573,mat_002538,addToFavorites,5.6827,2025-06-10 10:30:22.868581,2025-06-10,mobile,session_015265,
user_000671,mat_003956,showMaterialPreview,2.7021,2025-07-01 10:30:22.869073,2025-07-01,desktop,session_032176,6.0
user_000594,mat_003336,addToFavorites,3.5282,2025-05-10 10:30:22.874459,2025-05-10,desktop,session_027923,
user_000194,mat_000211,addToCart,6.5318,2025-07-11 10:30:22.881970,2025-07-11,desktop,session_092111,
user_000888,mat_002948,viewMaterial,1.3132,2025-07-04 10:30:22.888930,2025-07-04,mobile,session_012288,7.0
user_000904,mat_001613,showMaterialPreview,2.6514,2025-06-30 10:30:22.889269,2025-06-30,tablet,session_048252,11.0
user_000478,mat_001523,viewMaterial,1.5362,2025-05-21 10:30:22.896770,2025-05-21,desktop,session_043150,18.0
user_000642,mat_003544,viewMaterial,1.6838,2025-05-25 10:30:22.903952,2025-05-25,tablet,session_013241,11.0
user_000569,mat_004116,viewMaterial,1.3937,2025-06-10 10:30:22.910805,2025-06-10,desktop,session_061277,12.0
user_000786,mat_000630,showMaterialPreview,3.0615,2025-05-02 10:30:22.919331,2025-05-02,desktop,session_027580,6.0
user_000545,mat_002359,addToFavorites,5.9648,2025-05-10 10:30:22.922534,2025-05-10,mobile,session_090227,
user_000908,mat_002170,showMaterialPreview,2.8935,2025-06-29 10:30:22.922837,2025-06-29,desktop,session_025516,7.0
user_000401,mat_000954,showMaterialPreview,3.3366,2025-05-29 10:30:22.923113,2025-05-29,mobile,session_079763,8.0
user_000592,mat_003611,viewMaterial,1.3964,2025-04-22 10:30:22.923388,2025-04-22,mobile,session_062291,12.0
user_000594,mat_004061,addToFavorites,3.8072,2025-06-07 10:30:22.928691,2025-06-07,mobile,session_021856,
user_000809,mat_004160,viewMaterial,2.2341,2025-04-17 10:30:22.933738,2025-04-17,desktop,session_046911,3.0
user_000774,mat_000244,viewMaterial,1.2092,2025-07-09 10:30:22.934047,2025-07-09,mobile,session_069720,13.0
user_000254,mat_001201,purchase,9.7817,2025-06-13 10:30:22.937153,2025-06-13,desktop,session_085117,
user_000018,mat_000784,addToFavorites,4.0732,2025-07-03 10:30:22.943908,2025-07-03,desktop,session_062544,
user_000131,mat_001417,showMaterialPreview,3.6439,2025-04-26 10:30:22.951861,2025-04-26,desktop,session_001592,15.0
user_000508,mat_002255,showMaterialPreview,3.507,2025-05-25 10:30:22.952188,2025-05-25,mobile,session_091710,12.0
user_000232,mat_000126,viewMaterial,1.3193,2025-05-28 10:30:22.957527,2025-05-28,mobile,session_082552,20.0
user_000066,mat_004492,viewMaterial,1.7378,2025-06-21 10:30:22.980165,2025-06-21,desktop,session_050712,4.0
user_000854,mat_003770,showMaterialPreview,3.1858,2025-06-11 10:30:22.984726,2025-06-11,mobile,session_040870,2.0
user_000368,mat_004304,addToFavorites,3.1809,2025-07-06 10:30:22.990434,2025-07-06,desktop,session_075519,
user_000339,mat_004585,addToCart,6.3677,2025-06-14 10:30:22.997679,2025-06-14,desktop,session_095442,
user_000698,mat_004929,viewMaterial,2.2786,2025-05-05 10:30:23.004941,2025-05-05,mobile,session_011173,7.0
user_000344,mat_000567,viewMaterial,1.6189,2025-07-03 10:30:23.008115,2025-07-03,desktop,session_005629,13.0
user_000377,mat_002928,addToFavorites,4.3287,2025-06-27 10:30:23.015199,2025-06-27,mobile,session_087455,
user_000719,mat_002765,addToFavorites,4.8617,2025-06-29 10:30:23.026890,2025-06-29,mobile,session_062377,
user_000562,mat_000574,viewMaterial,2.3492,2025-06-03 10:30:23.030087,2025-06-03,mobile,session_025112,2.0
user_000936,mat_004920,addToFavorites,3.9495,2025-06-01 10:30:23.037607,2025-06-01,desktop,session_012535,
user_000767,mat_001411,addToFavorites,4.2353,2025-07-13 10:30:23.037926,2025-07-13,mobile,session_091261,
user_000142,mat_004344,addToCart,7.1626,2025-06-18 10:30:23.042969,2025-06-18,tablet,session_069413,
user_000368,mat_000370,purchase,6.9206,2025-06-21 10:30:23.043321,2025-06-21,desktop,session_087332,
user_000885,mat_000735,viewMaterial,1.7894,2025-06-29 10:30:23.046183,2025-06-29,desktop,session_084784,19.0
user_000325,mat_000928,showMaterialPreview,3.6887,2025-04-19 10:30:23.050426,2025-04-19,desktop,session_093136,4.0
user_000373,mat_000682,addToFavorites,7.0348,2025-07-12 10:30:23.053532,2025-07-12,desktop,session_046172,
user_000074,mat_000898,viewMaterial,1.6208,2025-06-18 10:30:23.056261,2025-06-18,tablet,session_027358,17.0
user_000600,mat_001115,purchase,7.6213,2025-04-25 10:30:23.058945,2025-04-25,desktop,session_059645,
user_000610,mat_001165,showMaterialPreview,2.9893,2025-05-29 10:30:23.064033,2025-05-29,mobile,session_047944,20.0
user_000885,mat_000387,addToCart,7.3525,2025-07-13 10:30:23.067316,2025-07-13,desktop,session_004530,
user_000740,mat_002691,showMaterialPreview,1.5686,2025-04-17 10:30:23.067634,2025-04-17,mobile,session_077428,7.0
user_000153,mat_004249,viewMaterial,1.7985,2025-05-05 10:30:23.074599,2025-05-05,mobile,session_051713,7.0
user_000923,mat_003061,addToFavorites,5.5211,2025-04-25 10:30:23.079507,2025-04-25,desktop,session_032121,
user_000576,mat_003115,showMaterialPreview,2.3319,2025-06-28 10:30:23.079780,2025-06-28,desktop,session_049016,15.0
user_000786,mat_000166,viewMaterial,0.955,2025-06-12 10:30:23.088643,2025-06-12,tablet,session_060151,2.0
user_000717,mat_000879,viewMaterial,1.8021,2025-05-15 10:30:23.089124,2025-05-15,mobile,session_029410,2.0
user_000846,mat_004708,viewMaterial,2.2726,2025-06-07 10:30:23.094340,2025-06-07,desktop,session_007479,14.0
user_000696,mat_002131,addToFavorites,3.961,2025-06-18 10:30:23.099211,2025-06-18,mobile,session_040387,
user_000914,mat_002313,showMaterialPreview,1.9824,2025-06-22 10:30:23.099488,2025-06-22,desktop,session_091097,18.0
user_000342,mat_002490,addToFavorites,4.864,2025-05-22 10:30:23.106472,2025-05-22,mobile,session_084395,
user_000910,mat_004495,viewMaterial,2.1236,2025-07-02 10:30:23.109437,2025-07-02,desktop,session_053168,17.0
user_000350,mat_002576,viewMaterial,1.1349,2025-06-12 10:30:23.109777,2025-06-12,mobile,session_090404,8.0
user_000702,mat_003500,purchase,9.0513,2025-06-02 10:30:23.112697,2025-06-02,mobile,session_044678,
user_000443,mat_002082,addToFavorites,2.7157,2025-05-24 10:30:23.113016,2025-05-24,desktop,session_033707,
user_000118,mat_001794,viewMaterial,1.4761,2025-05-25 10:30:23.117171,2025-05-25,desktop,session_023594,2.0
user_000557,mat_004088,addToFavorites,4.7424,2025-06-22 10:30:23.119937,2025-06-22,desktop,session_017819,
user_000521,mat_001793,purchase,8.0186,2025-04-27 10:30:23.122749,2025-04-27,mobile,session_037921,
user_000678,mat_003246,showMaterialPreview,2.4578,2025-05-25 10:30:23.123006,2025-05-25,desktop,session_078287,17.0
user_000977,mat_001840,addToCart,5.3999,2025-05-26 10:30:23.129814,2025-05-26,desktop,session_064157,
user_000721,mat_004860,showMaterialPreview,3.6012,2025-04-24 10:30:23.136799,2025-04-24,desktop,session_005979,12.0
user_000130,mat_001799,addToCart,5.9347,2025-04-27 10:30:23.141462,2025-04-27,mobile,session_086104,
user_000103,mat_001308,purchase,8.7716,2025-05-30 10:30:23.149598,2025-05-30,tablet,session_021989,
user_000251,mat_000644,addToCart,4.4133,2025-05-06 10:30:23.149999,2025-05-06,desktop,session_016300,
user_000020,mat_002853,viewMaterial,1.6861,2025-04-16 10:30:23.155955,2025-04-16,desktop,session_020135,18.0
user_000781,mat_002672,viewMaterial,1.2414,2025-07-06 10:30:23.156244,2025-07-06,desktop,session_011057,11.0
user_000918,mat_002142,addToCart,6.1411,2025-05-01 10:30:23.159243,2025-05-01,desktop,session_026121,
user_000022,mat_001153,purchase,4.4771,2025-04-30 10:30:23.159510,2025-04-30,desktop,session_080014,
user_000254,mat_004541,addToCart,8.6485,2025-05-15 10:30:23.162200,2025-05-15,tablet,session_063246,
user_000652,mat_001587,showMaterialPreview,2.2435,2025-07-07 10:30:23.165025,2025-07-07,desktop,session_061469,2.0
user_000526,mat_003492,addToCart,4.5279,2025-05-05 10:30:23.165295,2025-05-05,mobile,session_064077,
user_000611,mat_000320,viewMaterial,0.8472,2025-06-08 10:30:23.165636,2025-06-08,desktop,session_027877,8.0
user_000692,mat_003101,showMaterialPreview,4.6592,2025-06-01 10:30:23.168478,2025-06-01,desktop,session_041153,20.0
user_000310,mat_004346,viewMaterial,1.3309,2025-05-25 10:30:23.174848,2025-05-25,desktop,session_089528,3.0
user_000540,mat_001389,showMaterialPreview,2.7177,2025-06-05 10:30:23.175101,2025-06-05,mobile,session_006531,18.0
user_000525,mat_002443,addToFavorites,6.4221,2025-06-16 10:30:23.177815,2025-06-16,mobile,session_028131,
user_000577,mat_002411,viewMaterial,1.2399,2025-07-03 10:30:23.185584,2025-07-03,desktop,session_085379,15.0
user_000180,mat_000533,purchase,9.4693,2025-05-12 10:30:23.190846,2025-05-12,desktop,session_051773,
user_000427,mat_004878,addToFavorites,2.9306,2025-04-16 10:30:23.191159,2025-04-16,desktop,session_060359,
user_000589,mat_002347,purchase,9.858,2025-05-22 10:30:23.196157,2025-05-22,desktop,session_087319,
user_000123,mat_002966,viewMaterial,1.6788,2025-07-08 10:30:23.201258,2025-07-08,desktop,session_078856,7.0
user_001000,mat_000323,addToFavorites,2.9975,2025-06-28 10:30:23.201537,2025-06-28,tablet,session_081667,
user_000766,mat_001978,purchase,6.6412,2025-06-14 10:30:23.201798,2025-06-14,mobile,session_053782,
user_000225,mat_003174,showMaterialPreview,2.6988,2025-05-26 10:30:23.202050,2025-05-26,desktop,session_005705,6.0
user_000301,mat_003351,viewMaterial,1.7176,2025-05-11 10:30:23.204795,2025-05-11,desktop,session_008833,13.0
user_000362,mat_000478,showMaterialPreview,2.3587,2025-04-23 10:30:23.205054,2025-04-23,mobile,session_056656,11.0
user_000880,mat_000477,showMaterialPreview,3.3823,2025-06-28 10:30:23.207588,2025-06-28,desktop,session_019411,20.0
user_000567,mat_001612,showMaterialPreview,2.1943,2025-05-06 10:30:23.207877,2025-05-06,mobile,session_099935,2.0
user_000396,mat_000024,showMaterialPreview,4.8326,2025-05-16 10:30:23.210581,2025-05-16,desktop,session_069038,12.0
user_000083,mat_004992,showMaterialPreview,2.5898,2025-04-30 10:30:23.210866,2025-04-30,mobile,session_095389,17.0
user_000360,mat_003750,addToFavorites,3.6548,2025-06-19 10:30:23.211130,2025-06-19,desktop,session_043024,
user_000419,mat_000407,viewMaterial,1.5915,2025-05-11 10:30:23.211380,2025-05-11,desktop,session_017698,2.0
user_000574,mat_001735,viewMaterial,1.286,2025-05-30 10:30:23.211742,2025-05-30,desktop,session_075010,10.0
user_000821,mat_001264,addToFavorites,4.4333,2025-06-06 10:30:23.215591,2025-06-06,mobile,session_027307,
user_000545,mat_004016,showMaterialPreview,3.16,2025-06-16 10:30:23.218842,2025-06-16,mobile,session_082791,13.0
user_000870,mat_000255,showMaterialPreview,2.8905,2025-04-27 10:30:23.225638,2025-04-27,desktop,session_011560,8.0
user_000172,mat_003825,showMaterialPreview,3.524,2025-06-07 10:30:23.228534,2025-06-07,mobile,session_052476,13.0
user_000545,mat_004586,addToFavorites,5.2974,2025-05-27 10:30:23.228829,2025-05-27,desktop,session_061590,
user_000229,mat_001781,addToCart,4.8339,2025-06-01 10:30:23.229101,2025-06-01,desktop,session_098824,
user_000345,mat_003574,showMaterialPreview,3.1203,2025-05-26 10:30:23.232225,2025-05-26,desktop,session_052237,8.0
user_000432,mat_001102,addToFavorites,4.7876,2025-04-19 10:30:23.232566,2025-04-19,mobile,session_086313,
user_000187,mat_003743,showMaterialPreview,2.3309,2025-07-03 10:30:23.232847,2025-07-03,desktop,session_023623,12.0
user_000499,mat_003513,viewMaterial,1.4054,2025-07-01 10:30:23.233115,2025-07-01,tablet,session_001180,6.0
user_000856,mat_004769,showMaterialPreview,2.7572,2025-07-01 10:30:23.233380,2025-07-01,desktop,session_026582,7.0
user_000738,mat_003417,addToFavorites,5.1004,2025-04-24 10:30:23.236159,2025-04-24,mobile,session_074322,
user_000011,mat_004834,showMaterialPreview,2.1102,2025-06-08 10:30:23.236415,2025-06-08,desktop,session_082819,16.0
user_000102,mat_001629,addToCart,5.6312,2025-06-08 10:30:23.241028,2025-06-08,mobile,session_000984,
user_000556,mat_004392,showMaterialPreview,2.904,2025-05-26 10:30:23.246883,2025-05-26,desktop,session_014125,3.0
user_000150,mat_003933,viewMaterial,0.9808,2025-07-12 10:30:23.252445,2025-07-12,desktop,session_037182,8.0
user_000283,mat_004728,showMaterialPreview,3.0788,2025-06-02 10:30:23.255094,2025-06-02,desktop,session_035300,17.0
user_000708,mat_003441,showMaterialPreview,2.9527,2025-04-28 10:30:23.255355,2025-04-28,desktop,session_027903,3.0
user_000179,mat_004801,viewMaterial,1.3679,2025-05-22 10:30:23.255606,2025-05-22,desktop,session_084813,10.0
user_000753,mat_004656,viewMaterial,1.4621,2025-06-15 10:30:23.255860,2025-06-15,desktop,session_028960,18.0
user_000680,mat_001391,showMaterialPreview,4.1104,2025-06-14 10:30:23.258528,2025-06-14,desktop,session_059866,15.0
user_000523,mat_003554,viewMaterial,1.9197,2025-06-07 10:30:23.263045,2025-06-07,desktop,session_049479,11.0
user_000180,mat_004726,purchase,5.3422,2025-05-13 10:30:23.263351,2025-05-13,desktop,session_020280,
user_000601,mat_003791,viewMaterial,1.1101,2025-07-02 10:30:23.263596,2025-07-02,desktop,session_056801,2.0
user_000324,mat_004466,addToFavorites,4.4111,2025-05-31 10:30:23.268197,2025-05-31,desktop,session_043070,
user_000136,mat_001701,addToFavorites,4.2786,2025-06-10 10:30:23.272665,2025-06-10,desktop,session_052922,
user_000039,mat_001491,addToCart,7.4127,2025-05-22 10:30:23.275189,2025-05-22,desktop,session_012013,
user_000188,mat_002402,addToFavorites,3.6874,2025-05-11 10:30:23.275442,2025-05-11,desktop,session_098126,
user_000016,mat_004490,viewMaterial,1.7544,2025-06-10 10:30:23.281193,2025-06-10,mobile,session_090623,6.0
user_000008,mat_001386,viewMaterial,1.326,2025-07-08 10:30:23.285983,2025-07-08,desktop,session_015025,9.0
user_000915,mat_001660,showMaterialPreview,4.2223,2025-05-09 10:30:23.292900,2025-05-09,desktop,session_030943,12.0
user_000838,mat_000774,viewMaterial,1.6443,2025-06-29 10:30:23.299735,2025-06-29,tablet,session_056559,18.0
user_000113,mat_003962,viewMaterial,0.8046,2025-06-22 10:30:23.306114,2025-06-22,tablet,session_069431,8.0
user_000608,mat_004092,showMaterialPreview,3.1054,2025-06-07 10:30:23.308953,2025-06-07,mobile,session_049423,7.0
user_000145,mat_001021,viewMaterial,2.333,2025-04-15 10:30:23.316537,2025-04-15,mobile,session_079614,5.0
user_000477,mat_004884,addToFavorites,4.8021,2025-06-18 10:30:23.319370,2025-06-18,mobile,session_017930,
user_000642,mat_004124,addToFavorites,4.626,2025-04-17 10:30:23.327049,2025-04-17,desktop,session_042644,
user_000772,mat_004175,addToCart,5.3017,2025-06-19 10:30:23.327348,2025-06-19,desktop,session_003711,
