user_id,primary_subject,primary_grades,primary_grades_str,secondary_subjects,secondary_subjects_str,school_type,price_sensitivity,engagement_style,experience_level,days_since_registration,avg_monthly_purchases,preferred_material_types
user_000232,Kunst,['6. Klasse'],6. Klasse,['Fachunterricht'],Fachunterricht,Kita / Vorschule,medium,focused,novice,132,3,"['Videos', 'Stundenentwürfe']"
user_000233,Englisch,"['4. Klasse', '5. Klasse']","4. Klasse, 5. Klasse","['Deutsch', 'Mathematik']","Deutsch, Mathematik",Grundschule,medium,power_user,experienced,592,3,"['Quiz', 'Bildkarten', 'Arbeitsblätter']"
user_000234,Englisch,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse",['Fachunterricht'],Fachunterricht,Berufsschule,medium,focused,experienced,378,1,"['Quiz', 'Merkblätter', 'Mal- und Bastelvorlagen']"
user_000235,Deutsch,['7. Klasse'],7. Klasse,"['Mathematik', 'Englisch']","Mathematik, Englisch",Sek I Mittlere Schulform,medium,browser,novice,539,6,"['Merkblätter', 'Spiele', 'Präsentationen/Tafelbilder']"
user_000236,Mathematik,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse",['Englisch'],Englisch,Sek II,low,browser,expert,469,5,"['Stundenentwürfe', 'Bildkarten', 'Arbeitsblätter']"
user_000237,Englisch,"['1. Klasse', '2. Klasse', '3. Klasse']","1. Klasse, 2. Klasse, 3. Klasse",['Fachunterricht'],Fachunterricht,Förderunterricht,low,browser,novice,539,7,"['Stundenentwürfe', 'Bildkarten', 'Quiz']"
user_000238,Deutsch,['2. Klasse'],2. Klasse,['Mathematik'],Mathematik,Kita / Vorschule,high,browser,novice,92,6,"['Arbeitsblätter', 'Stationenlernen']"
user_000239,Fachunterricht,"['10. Klasse', '11. Klasse', '12. Klasse']","10. Klasse, 11. Klasse, 12. Klasse",['Englisch'],Englisch,Sek I Mittlere Schulform,high,power_user,novice,54,4,"['Klassenarbeiten', 'Unterrichtsreihen']"
user_000240,Fachunterricht,['9. Klasse'],9. Klasse,['Kunst'],Kunst,Grundschule,high,focused,expert,449,2,"['Klassenarbeiten', 'Mal- und Bastelvorlagen', 'Bildkarten']"
user_000241,Englisch,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse",['Kunst'],Kunst,Förderunterricht,high,focused,novice,58,4,"['Mal- und Bastelvorlagen', 'Test', 'Arbeitsblätter']"
user_000242,Fachunterricht,['12. Klasse'],12. Klasse,[],,Grundschule,medium,browser,experienced,294,2,"['Präsentationen/Tafelbilder', 'Fördermaterial/Inklusion', 'Mal- und Bastelvorlagen']"
user_000243,Kunst,['4. Klasse'],4. Klasse,[],,Sek II,medium,browser,experienced,222,3,"['Interaktives Material', 'Bildkarten', 'Videos']"
user_000244,Mathematik,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse","['Fachunterricht', 'Kunst']","Fachunterricht, Kunst",Sek I Mittlere Schulform,low,power_user,novice,61,5,"['Videos', 'Präsentationen/Tafelbilder', 'Stundenentwürfe', 'Stationenlernen']"
user_000245,Mathematik,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse",[],,Sek II,high,focused,expert,476,4,"['Interaktives Material', 'Test']"
user_000246,Mathematik,['12. Klasse'],12. Klasse,['Fachunterricht'],Fachunterricht,Sek II,high,browser,experienced,31,6,"['Spiele', 'Stundenentwürfe', 'Arbeitsblätter']"
user_000247,Deutsch,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse",[],,Sek II,high,browser,experienced,709,5,"['Klassenarbeiten', 'Test']"
user_000248,Kunst,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse","['Mathematik', 'Englisch']","Mathematik, Englisch",Sek I Gymnasium,low,browser,experienced,384,5,"['Spiele', 'Videos', 'Präsentationen/Tafelbilder']"
user_000249,Englisch,"['7. Klasse', '8. Klasse', '9. Klasse']","7. Klasse, 8. Klasse, 9. Klasse","['Fachunterricht', 'Kunst']","Fachunterricht, Kunst",Förderunterricht,medium,focused,experienced,628,5,"['Videos', 'Test', 'Merkblätter']"
user_000250,Kunst,['7. Klasse'],7. Klasse,['Deutsch'],Deutsch,Kita / Vorschule,high,power_user,expert,454,6,"['Interaktives Material', 'Quiz', 'Klassenarbeiten', 'Unterrichtsreihen']"
user_000251,Fachunterricht,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",['Deutsch'],Deutsch,Kita / Vorschule,medium,power_user,expert,119,2,"['Merkblätter', 'Bildkarten', 'Stundenentwürfe', 'Klassenarbeiten']"
user_000252,Mathematik,['3. Klasse'],3. Klasse,"['Kunst', 'Fachunterricht']","Kunst, Fachunterricht",Förderunterricht,low,browser,experienced,666,3,"['Arbeitsblätter', 'Stundenentwürfe']"
user_000253,Kunst,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse",['Mathematik'],Mathematik,Förderunterricht,high,power_user,experienced,497,5,"['Stundenentwürfe', 'Stationenlernen', 'Test', 'Videos']"
user_000254,Deutsch,['5. Klasse'],5. Klasse,[],,Grundschule,medium,power_user,experienced,556,2,"['Stundenentwürfe', 'Interaktives Material']"
user_000255,Mathematik,['8. Klasse'],8. Klasse,[],,Kita / Vorschule,high,browser,experienced,142,2,"['Fördermaterial/Inklusion', 'Klassenarbeiten', 'Interaktives Material']"
user_000256,Mathematik,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse",['Deutsch'],Deutsch,Sek II,high,power_user,experienced,511,4,"['Arbeitsblätter', 'Klassenarbeiten', 'Bildkarten', 'Merkblätter']"
user_000257,Fachunterricht,"['4. Klasse', '5. Klasse']","4. Klasse, 5. Klasse","['Englisch', 'Deutsch']","Englisch, Deutsch",Sek I Gymnasium,medium,browser,experienced,381,5,"['Interaktives Material', 'Fördermaterial/Inklusion', 'Bildkarten']"
user_000258,Englisch,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse",['Mathematik'],Mathematik,Sek II,low,focused,experienced,59,2,"['Experimente', 'Quiz']"
user_000259,Mathematik,['13. Klasse'],13. Klasse,"['Kunst', 'Fachunterricht']","Kunst, Fachunterricht",Förderunterricht,medium,browser,expert,417,4,"['Arbeitsblätter', 'Mal- und Bastelvorlagen', 'Merkblätter']"
user_000260,Kunst,"['2. Klasse', '3. Klasse', '4. Klasse']","2. Klasse, 3. Klasse, 4. Klasse","['Englisch', 'Deutsch']","Englisch, Deutsch",Sek I Mittlere Schulform,medium,focused,experienced,702,3,"['Videos', 'Spiele', 'Interaktives Material', 'Arbeitsblätter']"
user_000261,Deutsch,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse",[],,Berufsschule,medium,focused,novice,508,3,"['Test', 'Fördermaterial/Inklusion']"
user_000262,Englisch,['11. Klasse'],11. Klasse,['Mathematik'],Mathematik,Sek I Mittlere Schulform,high,power_user,experienced,354,6,"['Experimente', 'Mal- und Bastelvorlagen', 'Test']"
user_000263,Mathematik,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse","['Kunst', 'Englisch']","Kunst, Englisch",Grundschule,medium,browser,novice,463,2,"['Mal- und Bastelvorlagen', 'Fördermaterial/Inklusion']"
user_000264,Mathematik,['12. Klasse'],12. Klasse,[],,Berufsschule,medium,browser,experienced,275,3,"['Interaktives Material', 'Videos', 'Mal- und Bastelvorlagen']"
user_000265,Kunst,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse","['Fachunterricht', 'Deutsch']","Fachunterricht, Deutsch",Kita / Vorschule,low,browser,novice,36,6,"['Interaktives Material', 'Videos', 'Spiele']"
user_000266,Mathematik,"['1. Klasse', '2. Klasse', '3. Klasse']","1. Klasse, 2. Klasse, 3. Klasse","['Fachunterricht', 'Deutsch']","Fachunterricht, Deutsch",Sek I Gymnasium,medium,power_user,experienced,41,3,"['Videos', 'Experimente', 'Test']"
user_000267,Kunst,"['11. Klasse', '12. Klasse', '13. Klasse']","11. Klasse, 12. Klasse, 13. Klasse","['Mathematik', 'Englisch']","Mathematik, Englisch",Berufsschule,medium,browser,expert,325,4,"['Arbeitsblätter', 'Klassenarbeiten']"
user_000268,Kunst,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse",['Englisch'],Englisch,Sek I Mittlere Schulform,high,power_user,novice,257,3,"['Interaktives Material', 'Test']"
user_000269,Kunst,['6. Klasse'],6. Klasse,['Deutsch'],Deutsch,Berufsschule,low,browser,experienced,440,2,"['Arbeitsblätter', 'Präsentationen/Tafelbilder', 'Stationenlernen']"
user_000270,Fachunterricht,"['1. Klasse', '2. Klasse', '3. Klasse']","1. Klasse, 2. Klasse, 3. Klasse","['Englisch', 'Kunst']","Englisch, Kunst",Grundschule,medium,browser,novice,471,5,"['Fördermaterial/Inklusion', 'Videos', 'Präsentationen/Tafelbilder', 'Spiele']"
user_000271,Mathematik,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse",[],,Grundschule,low,focused,expert,483,5,"['Merkblätter', 'Stundenentwürfe', 'Klassenarbeiten', 'Präsentationen/Tafelbilder']"
user_000272,Kunst,['5. Klasse'],5. Klasse,[],,Berufsschule,medium,browser,experienced,501,5,"['Stationenlernen', 'Merkblätter']"
user_000273,Englisch,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse",['Mathematik'],Mathematik,Sek I Mittlere Schulform,medium,power_user,novice,402,7,"['Stationenlernen', 'Unterrichtsreihen', 'Quiz']"
user_000274,Mathematik,['3. Klasse'],3. Klasse,"['Deutsch', 'Fachunterricht']","Deutsch, Fachunterricht",Förderunterricht,medium,focused,expert,674,8,"['Mal- und Bastelvorlagen', 'Bildkarten', 'Fördermaterial/Inklusion', 'Präsentationen/Tafelbilder']"
user_000275,Englisch,"['9. Klasse', '10. Klasse', '11. Klasse']","9. Klasse, 10. Klasse, 11. Klasse","['Deutsch', 'Mathematik']","Deutsch, Mathematik",Grundschule,medium,browser,experienced,395,5,"['Stationenlernen', 'Unterrichtsreihen']"
user_000276,Fachunterricht,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse",[],,Sek II,medium,focused,novice,328,5,"['Arbeitsblätter', 'Experimente', 'Klassenarbeiten']"
user_000277,Fachunterricht,"['6. Klasse', '7. Klasse', '8. Klasse']","6. Klasse, 7. Klasse, 8. Klasse","['Deutsch', 'Mathematik']","Deutsch, Mathematik",Sek I Gymnasium,low,browser,novice,357,5,"['Test', 'Spiele', 'Arbeitsblätter', 'Unterrichtsreihen']"
user_000278,Deutsch,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",['Kunst'],Kunst,Grundschule,low,power_user,novice,91,3,"['Präsentationen/Tafelbilder', 'Bildkarten', 'Fördermaterial/Inklusion']"
user_000279,Kunst,"['3. Klasse', '4. Klasse', '5. Klasse']","3. Klasse, 4. Klasse, 5. Klasse",[],,Sek I Mittlere Schulform,low,power_user,novice,545,5,"['Stundenentwürfe', 'Videos', 'Merkblätter', 'Bildkarten']"
user_000280,Deutsch,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse",['Kunst'],Kunst,Kita / Vorschule,medium,browser,experienced,35,3,"['Quiz', 'Stundenentwürfe']"
user_000281,Fachunterricht,['2. Klasse'],2. Klasse,[],,Sek II,medium,browser,novice,355,5,"['Experimente', 'Interaktives Material', 'Bildkarten']"
user_000282,Mathematik,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse","['Kunst', 'Deutsch']","Kunst, Deutsch",Grundschule,medium,focused,experienced,620,3,"['Unterrichtsreihen', 'Experimente', 'Stundenentwürfe', 'Bildkarten']"
user_000283,Fachunterricht,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",[],,Berufsschule,high,focused,expert,579,4,"['Bildkarten', 'Interaktives Material']"
user_000284,Kunst,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse",[],,Sek I Gymnasium,medium,browser,experienced,147,1,"['Merkblätter', 'Stundenentwürfe', 'Mal- und Bastelvorlagen']"
user_000285,Kunst,['3. Klasse'],3. Klasse,"['Mathematik', 'Englisch']","Mathematik, Englisch",Berufsschule,medium,browser,experienced,192,3,"['Experimente', 'Merkblätter']"
user_000286,Deutsch,['12. Klasse'],12. Klasse,[],,Grundschule,high,browser,experienced,324,4,"['Quiz', 'Spiele', 'Unterrichtsreihen']"
user_000287,Englisch,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse","['Fachunterricht', 'Kunst']","Fachunterricht, Kunst",Berufsschule,low,focused,expert,419,6,"['Videos', 'Spiele', 'Quiz']"
user_000288,Mathematik,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse","['Englisch', 'Deutsch']","Englisch, Deutsch",Berufsschule,high,power_user,expert,725,2,"['Experimente', 'Fördermaterial/Inklusion', 'Interaktives Material', 'Arbeitsblätter']"
user_000289,Englisch,"['10. Klasse', '11. Klasse', '12. Klasse']","10. Klasse, 11. Klasse, 12. Klasse","['Mathematik', 'Deutsch']","Mathematik, Deutsch",Sek I Mittlere Schulform,low,power_user,expert,386,4,"['Quiz', 'Interaktives Material']"
user_000290,Fachunterricht,['1. Klasse'],1. Klasse,['Mathematik'],Mathematik,Sek II,low,browser,novice,325,4,"['Interaktives Material', 'Präsentationen/Tafelbilder', 'Stationenlernen']"
user_000291,Deutsch,['8. Klasse'],8. Klasse,[],,Sek II,low,power_user,experienced,596,2,"['Interaktives Material', 'Spiele', 'Stundenentwürfe']"
user_000292,Englisch,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",['Kunst'],Kunst,Sek I Gymnasium,medium,browser,experienced,425,4,"['Mal- und Bastelvorlagen', 'Präsentationen/Tafelbilder']"
user_000293,Englisch,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",[],,Sek II,high,power_user,experienced,196,3,"['Arbeitsblätter', 'Unterrichtsreihen', 'Quiz']"
user_000294,Fachunterricht,"['10. Klasse', '11. Klasse', '12. Klasse']","10. Klasse, 11. Klasse, 12. Klasse",[],,Sek II,low,focused,experienced,107,6,"['Klassenarbeiten', 'Unterrichtsreihen', 'Merkblätter', 'Bildkarten']"
user_000295,Kunst,['12. Klasse'],12. Klasse,"['Mathematik', 'Deutsch']","Mathematik, Deutsch",Sek I Gymnasium,medium,power_user,novice,432,5,"['Klassenarbeiten', 'Stundenentwürfe']"
user_000296,Fachunterricht,['8. Klasse'],8. Klasse,"['Englisch', 'Deutsch']","Englisch, Deutsch",Sek I Mittlere Schulform,high,browser,novice,176,4,"['Stationenlernen', 'Quiz', 'Interaktives Material', 'Experimente']"
user_000297,Mathematik,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse","['Deutsch', 'Fachunterricht']","Deutsch, Fachunterricht",Sek I Mittlere Schulform,medium,browser,expert,564,4,"['Fördermaterial/Inklusion', 'Arbeitsblätter']"
user_000298,Kunst,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse","['Deutsch', 'Mathematik']","Deutsch, Mathematik",Sek I Mittlere Schulform,low,power_user,experienced,123,3,"['Test', 'Unterrichtsreihen']"
user_000299,Deutsch,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse",['Mathematik'],Mathematik,Sek I Mittlere Schulform,medium,browser,novice,259,2,"['Arbeitsblätter', 'Präsentationen/Tafelbilder', 'Mal- und Bastelvorlagen']"
user_000300,Mathematik,['9. Klasse'],9. Klasse,['Englisch'],Englisch,Sek I Gymnasium,high,browser,novice,506,8,"['Fördermaterial/Inklusion', 'Videos', 'Stationenlernen']"
user_000301,Mathematik,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse",[],,Förderunterricht,high,focused,experienced,260,5,"['Präsentationen/Tafelbilder', 'Arbeitsblätter', 'Fördermaterial/Inklusion']"
user_000302,Kunst,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse","['Deutsch', 'Mathematik']","Deutsch, Mathematik",Kita / Vorschule,medium,focused,novice,283,6,"['Unterrichtsreihen', 'Experimente']"
user_000303,Fachunterricht,['4. Klasse'],4. Klasse,['Mathematik'],Mathematik,Berufsschule,high,browser,experienced,609,3,"['Videos', 'Interaktives Material', 'Spiele']"
user_000304,Fachunterricht,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse",[],,Berufsschule,high,focused,expert,584,3,"['Stationenlernen', 'Präsentationen/Tafelbilder', 'Stundenentwürfe']"
user_000305,Deutsch,['4. Klasse'],4. Klasse,"['Fachunterricht', 'Englisch']","Fachunterricht, Englisch",Grundschule,low,focused,experienced,260,2,"['Bildkarten', 'Fördermaterial/Inklusion', 'Arbeitsblätter']"
user_000306,Mathematik,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse","['Kunst', 'Englisch']","Kunst, Englisch",Grundschule,high,browser,novice,310,1,"['Stundenentwürfe', 'Test']"
user_000307,Kunst,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse",[],,Grundschule,high,power_user,experienced,120,3,"['Fördermaterial/Inklusion', 'Stundenentwürfe', 'Spiele']"
user_000308,Fachunterricht,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse",[],,Kita / Vorschule,high,focused,experienced,419,1,"['Stundenentwürfe', 'Test']"
user_000309,Englisch,['6. Klasse'],6. Klasse,"['Deutsch', 'Kunst']","Deutsch, Kunst",Grundschule,medium,browser,experienced,585,1,"['Stationenlernen', 'Spiele', 'Mal- und Bastelvorlagen']"
user_000310,Deutsch,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse","['Fachunterricht', 'Englisch']","Fachunterricht, Englisch",Sek I Gymnasium,medium,browser,novice,61,3,"['Klassenarbeiten', 'Experimente', 'Videos']"
user_000311,Mathematik,['2. Klasse'],2. Klasse,"['Kunst', 'Fachunterricht']","Kunst, Fachunterricht",Förderunterricht,high,power_user,experienced,140,6,"['Stationenlernen', 'Spiele']"
user_000312,Englisch,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse",['Mathematik'],Mathematik,Grundschule,medium,power_user,novice,84,6,"['Klassenarbeiten', 'Präsentationen/Tafelbilder', 'Stundenentwürfe']"
user_000313,Kunst,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse",['Mathematik'],Mathematik,Förderunterricht,high,focused,expert,154,5,"['Präsentationen/Tafelbilder', 'Stationenlernen']"
user_000314,Englisch,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse",['Mathematik'],Mathematik,Sek I Mittlere Schulform,medium,browser,experienced,326,8,"['Klassenarbeiten', 'Test', 'Mal- und Bastelvorlagen', 'Stationenlernen']"
user_000315,Deutsch,['1. Klasse'],1. Klasse,[],,Sek I Mittlere Schulform,medium,focused,experienced,84,4,"['Fördermaterial/Inklusion', 'Mal- und Bastelvorlagen', 'Unterrichtsreihen']"
user_000316,Englisch,['4. Klasse'],4. Klasse,[],,Kita / Vorschule,low,browser,novice,88,6,"['Merkblätter', 'Quiz']"
user_000317,Kunst,"['4. Klasse', '5. Klasse']","4. Klasse, 5. Klasse",[],,Sek I Mittlere Schulform,medium,power_user,experienced,251,3,"['Quiz', 'Präsentationen/Tafelbilder', 'Unterrichtsreihen']"
user_000318,Fachunterricht,"['6. Klasse', '7. Klasse', '8. Klasse']","6. Klasse, 7. Klasse, 8. Klasse",[],,Sek I Mittlere Schulform,high,focused,expert,521,6,"['Arbeitsblätter', 'Mal- und Bastelvorlagen']"
user_000319,Deutsch,"['4. Klasse', '5. Klasse', '6. Klasse']","4. Klasse, 5. Klasse, 6. Klasse",['Englisch'],Englisch,Förderunterricht,high,focused,experienced,521,5,"['Quiz', 'Videos', 'Merkblätter']"
user_000320,Englisch,['9. Klasse'],9. Klasse,[],,Grundschule,low,focused,novice,631,3,"['Spiele', 'Stationenlernen', 'Videos']"
user_000321,Englisch,"['3. Klasse', '4. Klasse', '5. Klasse']","3. Klasse, 4. Klasse, 5. Klasse",[],,Sek I Mittlere Schulform,low,browser,novice,115,2,"['Merkblätter', 'Unterrichtsreihen', 'Mal- und Bastelvorlagen', 'Klassenarbeiten']"
user_000322,Mathematik,['6. Klasse'],6. Klasse,['Englisch'],Englisch,Sek II,high,focused,expert,139,5,"['Stationenlernen', 'Videos', 'Test']"
user_000323,Deutsch,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse","['Kunst', 'Englisch']","Kunst, Englisch",Grundschule,medium,focused,experienced,148,4,"['Merkblätter', 'Test', 'Mal- und Bastelvorlagen']"
user_000324,Englisch,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",['Fachunterricht'],Fachunterricht,Kita / Vorschule,high,browser,expert,727,4,"['Quiz', 'Test']"
user_000325,Deutsch,['6. Klasse'],6. Klasse,[],,Grundschule,high,focused,novice,88,3,"['Merkblätter', 'Präsentationen/Tafelbilder', 'Spiele', 'Mal- und Bastelvorlagen']"
user_000326,Mathematik,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",['Fachunterricht'],Fachunterricht,Grundschule,medium,focused,novice,705,5,"['Klassenarbeiten', 'Experimente', 'Unterrichtsreihen', 'Fördermaterial/Inklusion']"
user_000327,Fachunterricht,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse","['Deutsch', 'Kunst']","Deutsch, Kunst",Förderunterricht,high,focused,experienced,482,3,"['Test', 'Quiz']"
user_000328,Fachunterricht,['7. Klasse'],7. Klasse,"['Mathematik', 'Deutsch']","Mathematik, Deutsch",Sek I Mittlere Schulform,medium,focused,expert,306,7,"['Videos', 'Bildkarten', 'Quiz']"
user_000329,Mathematik,['2. Klasse'],2. Klasse,['Deutsch'],Deutsch,Sek I Mittlere Schulform,medium,focused,novice,571,7,"['Fördermaterial/Inklusion', 'Klassenarbeiten', 'Stationenlernen']"
user_000330,Englisch,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse",['Fachunterricht'],Fachunterricht,Kita / Vorschule,medium,browser,experienced,375,4,"['Stundenentwürfe', 'Unterrichtsreihen', 'Spiele', 'Stationenlernen']"
user_000331,Deutsch,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse","['Fachunterricht', 'Kunst']","Fachunterricht, Kunst",Sek I Mittlere Schulform,medium,browser,expert,195,2,"['Stationenlernen', 'Interaktives Material', 'Stundenentwürfe']"
user_000332,Deutsch,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse",['Englisch'],Englisch,Berufsschule,high,power_user,experienced,60,5,"['Quiz', 'Präsentationen/Tafelbilder', 'Experimente']"
user_000333,Englisch,['12. Klasse'],12. Klasse,['Fachunterricht'],Fachunterricht,Sek I Mittlere Schulform,low,browser,novice,633,3,"['Unterrichtsreihen', 'Fördermaterial/Inklusion']"
user_000334,Deutsch,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse",[],,Berufsschule,low,browser,novice,43,1,"['Arbeitsblätter', 'Spiele']"
user_000335,Mathematik,"['11. Klasse', '12. Klasse', '13. Klasse']","11. Klasse, 12. Klasse, 13. Klasse",[],,Berufsschule,medium,focused,experienced,569,3,"['Experimente', 'Merkblätter', 'Präsentationen/Tafelbilder', 'Bildkarten']"
user_000336,Fachunterricht,"['4. Klasse', '5. Klasse', '6. Klasse']","4. Klasse, 5. Klasse, 6. Klasse",[],,Förderunterricht,low,browser,experienced,104,3,"['Mal- und Bastelvorlagen', 'Präsentationen/Tafelbilder', 'Quiz']"
user_000337,Deutsch,"['4. Klasse', '5. Klasse', '6. Klasse']","4. Klasse, 5. Klasse, 6. Klasse","['Kunst', 'Fachunterricht']","Kunst, Fachunterricht",Sek II,low,focused,experienced,372,4,"['Unterrichtsreihen', 'Arbeitsblätter', 'Präsentationen/Tafelbilder']"
user_000338,Fachunterricht,['13. Klasse'],13. Klasse,"['Englisch', 'Mathematik']","Englisch, Mathematik",Grundschule,high,browser,expert,525,6,"['Test', 'Bildkarten']"
user_000339,Fachunterricht,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse","['Deutsch', 'Kunst']","Deutsch, Kunst",Sek I Mittlere Schulform,high,focused,novice,326,6,"['Arbeitsblätter', 'Spiele']"
user_000340,Kunst,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse",[],,Kita / Vorschule,medium,focused,experienced,437,3,"['Experimente', 'Arbeitsblätter', 'Klassenarbeiten']"
user_000341,Mathematik,"['7. Klasse', '8. Klasse', '9. Klasse']","7. Klasse, 8. Klasse, 9. Klasse","['Deutsch', 'Englisch']","Deutsch, Englisch",Sek I Gymnasium,medium,focused,novice,715,5,"['Spiele', 'Präsentationen/Tafelbilder', 'Stationenlernen']"
user_000342,Kunst,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse","['Fachunterricht', 'Deutsch']","Fachunterricht, Deutsch",Berufsschule,high,browser,experienced,341,6,"['Quiz', 'Präsentationen/Tafelbilder', 'Stundenentwürfe']"
user_000343,Deutsch,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse","['Fachunterricht', 'Englisch']","Fachunterricht, Englisch",Grundschule,low,browser,expert,248,2,"['Videos', 'Experimente', 'Stationenlernen', 'Test']"
user_000344,Mathematik,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse",[],,Sek I Gymnasium,low,focused,novice,83,3,"['Experimente', 'Quiz']"
user_000345,Deutsch,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse",[],,Sek II,low,browser,experienced,711,5,"['Stundenentwürfe', 'Klassenarbeiten', 'Arbeitsblätter', 'Interaktives Material']"
user_000346,Deutsch,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse",['Mathematik'],Mathematik,Kita / Vorschule,high,power_user,novice,60,4,"['Spiele', 'Klassenarbeiten']"
user_000347,Mathematik,['3. Klasse'],3. Klasse,"['Fachunterricht', 'Englisch']","Fachunterricht, Englisch",Sek I Mittlere Schulform,low,focused,experienced,271,4,"['Mal- und Bastelvorlagen', 'Stationenlernen', 'Spiele']"
user_000348,Mathematik,"['4. Klasse', '5. Klasse', '6. Klasse']","4. Klasse, 5. Klasse, 6. Klasse","['Fachunterricht', 'Kunst']","Fachunterricht, Kunst",Sek I Mittlere Schulform,medium,browser,experienced,509,4,"['Quiz', 'Interaktives Material']"
user_000349,Kunst,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",[],,Kita / Vorschule,low,power_user,novice,715,5,"['Interaktives Material', 'Test', 'Mal- und Bastelvorlagen', 'Merkblätter']"
user_000350,Deutsch,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse","['Englisch', 'Kunst']","Englisch, Kunst",Sek I Mittlere Schulform,low,focused,novice,560,4,"['Interaktives Material', 'Experimente']"
user_000351,Fachunterricht,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse",[],,Förderunterricht,high,power_user,experienced,358,4,"['Bildkarten', 'Quiz', 'Merkblätter']"
user_000352,Deutsch,"['4. Klasse', '5. Klasse']","4. Klasse, 5. Klasse",['Kunst'],Kunst,Sek I Gymnasium,medium,browser,experienced,413,3,"['Stundenentwürfe', 'Klassenarbeiten']"
user_000353,Mathematik,['10. Klasse'],10. Klasse,"['Fachunterricht', 'Deutsch']","Fachunterricht, Deutsch",Berufsschule,medium,browser,experienced,214,4,"['Test', 'Präsentationen/Tafelbilder', 'Klassenarbeiten', 'Interaktives Material']"
user_000354,Deutsch,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse",[],,Sek II,medium,browser,novice,253,6,"['Videos', 'Klassenarbeiten']"
user_000355,Englisch,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",[],,Berufsschule,medium,focused,experienced,318,3,"['Klassenarbeiten', 'Arbeitsblätter', 'Präsentationen/Tafelbilder']"
user_000356,Mathematik,['11. Klasse'],11. Klasse,['Deutsch'],Deutsch,Sek I Mittlere Schulform,medium,browser,novice,627,1,"['Stundenentwürfe', 'Merkblätter']"
